File,Glycan_Composition,Moiety_Mass_(Da),Glycan_Type,Glycan_Mass_(Da),num_Protein,num_Site,Percent_Relative_Abundance_in_Sample
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(2),0,Oligo-Mannose,1540.5284,2,2,0.029
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(2),0,Oligo-Mannose,1702.5813,2,2,0.11
ID112496_Pool02_MA10140C_6010_031524,Hex(9)HexNAc(2),0,Oligo-Mannose,1864.6341,3,3,2.5595
ID112496_Pool02_MA10140C_6010_031524,Hex(10)HexNAc(2),0,Oligo-Mannose,2026.6869,3,3,0.1104
ID112496_Pool02_MA10140C_6010_031524,Hex(12)HexNAc(2),0,Oligo-Mannose,2350.7925,5,5,0.0279
ID112496_Pool02_MA10140C_6010_031524,Hex(3)HexNAc(3),0,Complex/Hybrid,1095.3965,1,1,0.0193
ID112496_Pool02_MA10140C_6010_031524,Hex(4)HexNAc(3),0,Complex/Hybrid,1257.4494,3,4,0.0944
ID112496_Pool02_MA10140C_6010_031524,Hex(4)HexNAc(4),0,Complex/Hybrid,1460.5287,1,1,0.0047
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(4),0,Complex/Hybrid,1622.5815,3,3,0.0917
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(4),0,Complex/Hybrid,1784.6344,1,1,0.0015
ID112496_Pool02_MA10140C_6010_031524,Hex(3)HexNAc(7),0,Complex/Hybrid,1907.714,1,1,0.0041
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(5),0,Complex/Hybrid,1987.7137,2,2,0.0032
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(6),0,Complex/Hybrid,2352.8459,1,1,0.0045
ID112496_Pool02_MA10140C_6010_031524,Hex(9)HexNAc(5),0,Complex/Hybrid,2473.8722,1,1,0.0017
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(9),0,Complex/Hybrid,2637.9784,1,1,0.0012
ID112496_Pool02_MA10140C_6010_031524,Hex(10)HexNAc(6),0,Complex/Hybrid,2839.0043,2,2,7.00E-04
ID112496_Pool02_MA10140C_6010_031524,Hex(9)HexNAc(7),0,Complex/Hybrid,2880.0309,5,7,0.033
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(8),0,Complex/Hybrid,2921.0574,1,1,2.00E-04
ID112496_Pool02_MA10140C_6010_031524,Hex(11)HexNAc(7),0,Complex/Hybrid,3204.1365,1,1,0.0079
ID112496_Pool02_MA10140C_6010_031524,Hex(3)HexNAc(3)Fuc(1),0,Complex/Hybrid,1241.4544,3,3,0.0061
ID112496_Pool02_MA10140C_6010_031524,Hex(4)HexNAc(3)Fuc(1),0,Complex/Hybrid,1403.5073,6,6,0.0587
ID112496_Pool02_MA10140C_6010_031524,Hex(3)HexNAc(4)Fuc(1),0,Complex/Hybrid,1444.5338,2,2,0.001
ID112496_Pool02_MA10140C_6010_031524,Hex(4)HexNAc(4)Fuc(1),0,Complex/Hybrid,1606.5866,3,4,0.0158
ID112496_Pool02_MA10140C_6010_031524,Hex(4)HexNAc(3)Fuc(3),0,Complex/Hybrid,1695.6231,1,1,0.0011
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(4)Fuc(1),0,Complex/Hybrid,1768.6394,8,11,0.6385
ID112496_Pool02_MA10140C_6010_031524,Hex(4)HexNAc(5)Fuc(1),0,Complex/Hybrid,1809.666,1,1,2.00E-04
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(3)Fuc(1),0,Complex/Hybrid,1889.6657,1,1,0.0012
ID112496_Pool02_MA10140C_6010_031524,Hex(4)HexNAc(4)Fuc(3),0,Complex/Hybrid,1898.7024,1,1,3.00E-04
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(4)Fuc(2),0,Complex/Hybrid,1914.6973,7,9,0.0559
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(4)Fuc(1),0,Complex/Hybrid,1930.6923,4,4,0.0728
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(5)Fuc(1),0,Complex/Hybrid,1971.7188,4,6,0.0744
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(4)Fuc(3),0,Complex/Hybrid,2060.7552,3,4,0.0138
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(4)Fuc(2),0,Complex/Hybrid,2076.7502,1,1,0.0043
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(5)Fuc(1),0,Complex/Hybrid,2133.7716,2,2,0.003
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(6)Fuc(1),0,Complex/Hybrid,2174.7982,1,1,0.0092
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(4)Fuc(4),0,Complex/Hybrid,2206.8131,2,2,0.0033
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(5)Fuc(2),0,Complex/Hybrid,2279.8295,6,6,0.0314
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(5)Fuc(3),0,Complex/Hybrid,2425.8874,2,2,0.002
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(5)Fuc(1),0,Complex/Hybrid,2457.8773,1,1,0.0328
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(7)Fuc(2),0,Complex/Hybrid,2523.9354,1,1,0.0019
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(6)Fuc(2),0,Complex/Hybrid,2644.9617,1,1,0.0048
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(7)Fuc(1),0,Complex/Hybrid,2701.9832,1,1,0.0093
ID112496_Pool02_MA10140C_6010_031524,Hex(9)HexNAc(6)Fuc(1),0,Complex/Hybrid,2823.0094,1,1,0.0015
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(7)Fuc(2),0,Complex/Hybrid,2848.0411,1,1,0.013
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(5)Fuc(6),0,Complex/Hybrid,2864.0611,1,1,0.0055
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(7)Fuc(3),0,Complex/Hybrid,2994.099,1,1,0.0044
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(7)Fuc(2),0,Complex/Hybrid,3010.0939,2,2,0.0012
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(8)Fuc(1),0,Complex/Hybrid,3067.1153,1,1,0.006
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(6)Fuc(5),0,Complex/Hybrid,3083.1354,2,2,0.004
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(6)Fuc(4),0,Complex/Hybrid,3099.1303,1,2,0.0025
ID112496_Pool02_MA10140C_6010_031524,Hex(9)HexNAc(6)Fuc(3),0,Complex/Hybrid,3115.1252,1,1,0.0052
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(7)Fuc(3),0,Complex/Hybrid,3156.1518,1,1,3.00E-04
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(8)Fuc(2),0,Complex/Hybrid,3213.1732,1,1,0.0066
ID112496_Pool02_MA10140C_6010_031524,Hex(9)HexNAc(8)Fuc(1),0,Complex/Hybrid,3229.1682,1,1,6.00E-04
ID112496_Pool02_MA10140C_6010_031524,Hex(4)HexNAc(3)NeuAc(1),0,Complex/Hybrid,1548.5448,28,44,0.6271
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(3)NeuAc(1),0,Complex/Hybrid,1710.5976,1,1,0.0017
ID112496_Pool02_MA10140C_6010_031524,Hex(4)HexNAc(4)NeuAc(1),0,Complex/Hybrid,1751.6241,3,3,0.0088
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(3)NeuAc(1),0,Complex/Hybrid,1872.6504,3,3,0.014
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuAc(1),0,Complex/Hybrid,1913.6769,48,79,7.3559
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuGc(1),0,Complex/Hybrid,1929.6719,1,2,0.0026
ID112496_Pool02_MA10140C_6010_031524,Hex(4)HexNAc(5)NeuAc(1),0,Complex/Hybrid,1954.7035,1,1,4.00E-04
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(4)NeuAc(1),0,Complex/Hybrid,2075.7298,5,5,0.0429
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(5)NeuAc(1),0,Complex/Hybrid,2116.7563,2,3,0.0963
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuAc(2),0,Complex/Hybrid,2204.7723,71,133,37.3958
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuGc(2),0,Complex/Hybrid,2236.7622,1,1,0.0138
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(1),0,Complex/Hybrid,2278.8091,14,20,0.2287
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(4)NeuAc(2),0,Complex/Hybrid,2366.8252,3,3,0.031
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(5)NeuAc(2),0,Complex/Hybrid,2407.8517,6,8,0.0309
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(2),0,Complex/Hybrid,2569.9045,30,60,2.9222
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(1),0,Complex/Hybrid,2643.9413,4,4,0.0978
ID112496_Pool02_MA10140C_6010_031524,Hex(4)HexNAc(7)NeuAc(2),0,Complex/Hybrid,2651.9576,1,1,0.0056
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(5)NeuAc(2),0,Complex/Hybrid,2731.9573,1,1,0.0215
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(6)NeuAc(2),0,Complex/Hybrid,2772.9839,2,2,0.0079
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(3),0,Complex/Hybrid,2860.9999,53,100,15.2687
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(2),0,Complex/Hybrid,2935.0367,6,12,0.5534
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(1),0,Complex/Hybrid,3009.0735,1,1,0.0011
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(5)NeuAc(3),0,Complex/Hybrid,3023.0527,2,2,0.0061
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(6)NeuAc(3),0,Complex/Hybrid,3064.0793,1,1,1.00E-04
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(4),0,Complex/Hybrid,3152.0953,7,10,0.0709
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(3),0,Complex/Hybrid,3226.1321,7,16,1.4028
ID112496_Pool02_MA10140C_6010_031524,Hex(9)HexNAc(6)NeuAc(2),0,Complex/Hybrid,3259.1423,2,3,0.0026
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(2),0,Complex/Hybrid,3300.1689,2,3,0.0057
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(6)NeuAc(3),0,Complex/Hybrid,3388.1849,1,1,0.0081
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(7)NeuAc(3),0,Complex/Hybrid,3429.2115,1,1,0.0044
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(5),0,Complex/Hybrid,3443.1907,1,1,4.00E-04
ID112496_Pool02_MA10140C_6010_031524,Hex(11)HexNAc(7)NeuAc(1),0,Complex/Hybrid,3495.2319,1,2,0.0304
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(4),0,Complex/Hybrid,3517.2275,9,15,1.0414
ID112496_Pool02_MA10140C_6010_031524,Hex(9)HexNAc(6)NeuAc(3),0,Complex/Hybrid,3550.2377,1,1,0.007
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(3),0,Complex/Hybrid,3591.2643,2,3,0.0746
ID112496_Pool02_MA10140C_6010_031524,Hex(10)HexNAc(7)NeuAc(2),0,Complex/Hybrid,3624.2745,1,1,0.001
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(5),0,Complex/Hybrid,3808.3229,1,4,0.0095
ID112496_Pool02_MA10140C_6010_031524,Hex(10)HexNAc(8)NeuAc(2),0,Complex/Hybrid,3827.3539,1,1,0.0787
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(4),0,Complex/Hybrid,3882.3597,3,4,0.0713
ID112496_Pool02_MA10140C_6010_031524,Hex(4)HexNAc(3)NeuAc(1)Fuc(1),0,Complex/Hybrid,1694.6027,8,11,0.0428
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(3)NeuAc(1)Fuc(1),0,Complex/Hybrid,1856.6555,1,1,0.0152
ID112496_Pool02_MA10140C_6010_031524,Hex(4)HexNAc(4)NeuAc(1)Fuc(1),0,Complex/Hybrid,1897.682,5,5,0.1476
ID112496_Pool02_MA10140C_6010_031524,Hex(4)HexNAc(3)NeuAc(2)Fuc(1),0,Complex/Hybrid,1985.6981,1,1,0.0028
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(3)NeuAc(1)Fuc(1),0,Complex/Hybrid,2018.7083,2,2,0.014
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuAc(1)Fuc(1),0,Complex/Hybrid,2059.7348,24,31,3.4461
ID112496_Pool02_MA10140C_6010_031524,Hex(4)HexNAc(5)NeuAc(1)Fuc(1),0,Complex/Hybrid,2100.7614,1,2,0.0597
ID112496_Pool02_MA10140C_6010_031524,Hex(4)HexNAc(4)NeuAc(2)Fuc(1),0,Complex/Hybrid,2188.7774,2,2,0.0277
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuAc(1)Fuc(2),0,Complex/Hybrid,2205.7927,20,23,0.2269
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(4)NeuAc(1)Fuc(1),0,Complex/Hybrid,2221.7877,16,19,0.223
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(5)NeuAc(1)Fuc(1),0,Complex/Hybrid,2262.8142,11,14,1.4053
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuAc(2)Fuc(1),0,Complex/Hybrid,2350.8302,48,79,3.607
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuAc(1)Fuc(3),0,Complex/Hybrid,2351.8506,10,11,0.0353
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuAc(1)NeuGc(1)Fuc(1),0,Complex/Hybrid,2366.8252,1,1,0.0358
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(4)NeuAc(1)Fuc(2),0,Complex/Hybrid,2367.8456,4,5,0.0036
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuGc(2)Fuc(1),0,Complex/Hybrid,2382.8201,1,1,0.0454
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(5)NeuAc(1)Fuc(2),0,Complex/Hybrid,2408.8721,3,4,0.0228
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(1)Fuc(1),0,Complex/Hybrid,2424.867,9,11,0.1516
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(3)NeuAc(2)Fuc(2),0,Complex/Hybrid,2455.8616,2,2,0.0063
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuAc(2)Fuc(2),0,Complex/Hybrid,2496.8881,4,5,0.031
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuAc(1)Fuc(4),0,Complex/Hybrid,2497.9086,1,2,0.0012
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(4)NeuAc(1)Fuc(2),0,Complex/Hybrid,2529.8984,1,1,0.0027
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(5)NeuAc(2)Fuc(1),0,Complex/Hybrid,2553.9096,6,9,0.2252
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(5)NeuAc(1)Fuc(3),0,Complex/Hybrid,2554.93,2,3,0.0076
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(1)Fuc(2),0,Complex/Hybrid,2570.9249,8,10,0.0521
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(5)NeuAc(1)Fuc(1),0,Complex/Hybrid,2586.9198,2,2,0.021
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(6)NeuAc(1)Fuc(1),0,Complex/Hybrid,2627.9464,1,1,0.0048
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuAc(2)Fuc(3),0,Complex/Hybrid,2642.9461,1,1,0.0031
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(2)Fuc(1),0,Complex/Hybrid,2715.9624,23,40,1.2547
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(1)Fuc(3),0,Complex/Hybrid,2716.9828,7,8,0.1472
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(5)NeuAc(1)Fuc(1),0,Complex/Hybrid,2748.9727,1,1,0.002
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(6)NeuAc(1)Fuc(2),0,Complex/Hybrid,2774.0043,1,1,0.0032
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuAc(2)Fuc(4),0,Complex/Hybrid,2789.004,1,2,0.0548
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(1)Fuc(1),0,Complex/Hybrid,2789.9992,2,2,0.0113
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(4)NeuAc(2)Fuc(2),0,Complex/Hybrid,2820.9938,3,4,0.0322
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(5)NeuAc(3)Fuc(1),0,Complex/Hybrid,2845.005,1,1,7.00E-04
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(2)Fuc(2),0,Complex/Hybrid,2862.0203,13,20,0.0794
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(1)Fuc(4),0,Complex/Hybrid,2863.0407,2,2,0.0204
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(1)Fuc(2),0,Complex/Hybrid,2936.0571,2,2,0.0049
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(6)NeuAc(1)Fuc(1),0,Complex/Hybrid,2952.052,3,4,0.0212
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(4)NeuAc(3)Fuc(1),0,Complex/Hybrid,2966.0313,1,1,9.00E-04
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(5)NeuAc(3)Fuc(2),0,Complex/Hybrid,2991.0629,2,3,0.0072
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(7)NeuAc(1)Fuc(1),0,Complex/Hybrid,2993.0786,1,1,0.0144
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(3)Fuc(1),0,Complex/Hybrid,3007.0578,36,72,8.2204
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(2)Fuc(3),0,Complex/Hybrid,3008.0782,5,5,0.0332
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(5)NeuAc(2)Fuc(2),0,Complex/Hybrid,3024.0731,11,17,0.2103
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(2)Fuc(1),0,Complex/Hybrid,3081.0946,6,11,0.2332
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(1)Fuc(3),0,Complex/Hybrid,3082.115,4,4,0.0222
ID112496_Pool02_MA10140C_6010_031524,Hex(5)HexNAc(7)NeuAc(2)Fuc(2),0,Complex/Hybrid,3106.1262,1,2,2.00E-04
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(7)NeuAc(1)Fuc(2),0,Complex/Hybrid,3139.1365,2,2,0.0086
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(3)Fuc(2),0,Complex/Hybrid,3153.1157,15,21,0.2822
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(1)Fuc(1),0,Complex/Hybrid,3155.1314,4,5,0.0651
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(6)NeuAc(3)Fuc(1),0,Complex/Hybrid,3210.1372,2,2,0.0014
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(2)Fuc(2),0,Complex/Hybrid,3227.1525,6,9,0.0543
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(1)Fuc(4),0,Complex/Hybrid,3228.1729,3,4,0.019
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(6)NeuAc(2)Fuc(1),0,Complex/Hybrid,3243.1474,2,2,0.0456
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(7)NeuAc(1)Fuc(3),0,Complex/Hybrid,3285.1944,1,1,0.0053
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(3)Fuc(3),0,Complex/Hybrid,3299.1736,1,1,0.0173
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(2)Fuc(5),0,Complex/Hybrid,3300.194,1,1,0.0067
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(1)Fuc(2),0,Complex/Hybrid,3301.1893,1,1,0.0011
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(6)NeuAc(3)Fuc(2),0,Complex/Hybrid,3356.1951,1,1,0.0044
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(8)NeuAc(1)Fuc(1),0,Complex/Hybrid,3358.2107,1,1,0.0082
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(3)Fuc(1),0,Complex/Hybrid,3372.19,7,13,0.5464
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(2)Fuc(3),0,Complex/Hybrid,3373.2104,3,4,0.0084
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(1)Fuc(5),0,Complex/Hybrid,3374.2308,1,1,0.0019
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(2)Fuc(1),0,Complex/Hybrid,3446.2268,2,2,0.039
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(1)Fuc(3),0,Complex/Hybrid,3447.2472,1,1,4.00E-04
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(3)Fuc(2),0,Complex/Hybrid,3518.2479,6,9,0.4415
ID112496_Pool02_MA10140C_6010_031524,Hex(9)HexNAc(8)NeuAc(1)Fuc(1),0,Complex/Hybrid,3520.2636,2,2,0.0115
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(6)NeuAc(3)Fuc(1),0,Complex/Hybrid,3534.2428,3,3,0.0433
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(6)NeuAc(2)Fuc(3),0,Complex/Hybrid,3535.2632,1,1,0.006
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(7)NeuAc(1)Fuc(5),0,Complex/Hybrid,3577.3102,1,1,0.008
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(2)Fuc(2),0,Complex/Hybrid,3592.2847,2,2,0.0106
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(8)NeuAc(1)Fuc(3),0,Complex/Hybrid,3650.3266,1,1,0.0017
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(4)Fuc(1),0,Complex/Hybrid,3663.2854,10,15,0.5777
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(3)Fuc(3),0,Complex/Hybrid,3664.3058,4,4,0.0604
ID112496_Pool02_MA10140C_6010_031524,Hex(9)HexNAc(8)NeuAc(1)Fuc(2),0,Complex/Hybrid,3666.3215,1,2,7.00E-04
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(6)NeuAc(3)Fuc(2),0,Complex/Hybrid,3680.3007,2,2,0.0217
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(6)NeuAc(2)Fuc(4),0,Complex/Hybrid,3681.3211,2,3,0.0033
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(7)NeuAc(2)Fuc(4),0,Complex/Hybrid,3722.3477,1,1,0.0049
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(3)Fuc(1),0,Complex/Hybrid,3737.3222,3,4,0.0487
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(2)Fuc(3),0,Complex/Hybrid,3738.3426,1,1,0.0087
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(1)Fuc(5),0,Complex/Hybrid,3739.363,1,2,0.0083
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(4)Fuc(2),0,Complex/Hybrid,3809.3433,4,4,0.0948
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(3)Fuc(4),0,Complex/Hybrid,3810.3637,1,1,0.0012
ID112496_Pool02_MA10140C_6010_031524,Hex(9)HexNAc(8)NeuAc(2)Fuc(1),0,Complex/Hybrid,3811.359,1,1,0.0088
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(3)Fuc(2),0,Complex/Hybrid,3883.3801,1,1,0.0128
ID112496_Pool02_MA10140C_6010_031524,Hex(10)HexNAc(9)NeuAc(1)Fuc(1),0,Complex/Hybrid,3885.3957,1,1,0.002
ID112496_Pool02_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(3)Fuc(5),0,Complex/Hybrid,3956.4216,1,1,0.0089
ID112496_Pool02_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(4)Fuc(1),0,Complex/Hybrid,4028.4176,1,1,0.0273
ID112496_Pool03_MA10140C_6010_031524,HexNAc(2),0,Truncated,406.1587,3,3,0.0044
ID112496_Pool03_MA10140C_6010_031524,Hex(2)HexNAc(2),0,Truncated,730.2644,1,1,0.005
ID112496_Pool03_MA10140C_6010_031524,Hex(3)HexNAc(2),0,Truncated,892.3172,1,1,0.006
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(2),0,Oligo-Mannose,1216.4228,2,2,0.0046
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(2),0,Oligo-Mannose,1378.4756,2,2,0.0133
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(2),0,Oligo-Mannose,1540.5284,2,2,0.0027
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(2),0,Oligo-Mannose,1702.5813,2,2,0.1147
ID112496_Pool03_MA10140C_6010_031524,Hex(9)HexNAc(2),0,Oligo-Mannose,1864.6341,3,3,3.0051
